240	75	2	20.4	0.6733	1.36	0.89	0.971	1	0.68528	0.94	0.577926016	0.043797529	1.7	-0.5714	1.09	0.75	4.093220587	18.86880026	5.323641657	-0.580527821	-6.758228723	0.676075	0.264158575	0.096760847
230	78	2.5	20.5	0.6625	1.39	0.88	0.972	1	0.67804	0.96	0.542753184	0.044985143	1.7	0.4578	1.1	0.75	3.774102672	19.67651658	4.908596977	-0.023203558	-6.516721542	0.511175552	0.265878607	0.107648003
220	78	3.5	19.3	0.6531	1.23	0.9	0.971	1	0.6708	0.98	0.507580352	0.047101981	1.7	1.487	1.12	0.75	2.580719084	19.19045946	3.356482586	-0.358582972	-6.662052621	0.462990836	0.282515254	0.136551785
210	78	2.5	18.1	0.6451	1.23	0.9	0.968	1	0.68915	1.01	0.669193451	0.049218819	1.8	2.3375	1.14	0.75	2.24735294	19.57214483	2.922906663	-0.095220067	-6.547928695	0.537363201	0.279924668	0.130926243
200	75	2	17.9	0.6388	1.36	0.91	0.965	1	0.7075	1.02	0.830806549	0.051335658	1.8	3.188	1.1	0.75	1.20261094	17.84629922	1.564115484	-1.286053539	-7.063956534	0.709656639	0.273162649	0.120643365
190	76	1.06	17.8	0.6342	1.36	0.91	0.937	1	0.717	1.03	0.830806549	0.05262826	1.6	3.9155	1.09	0.75	1.388086171	19.32440521	1.805344522	-0.266160405	-6.622002842	0.629817286	0.261574724	0.110360488
180	75	1.22	17.7	0.6315	1.25	0.89	0.909	1	0.7265	1.05	0.830806549	0.053920861	1.3	4.643	1.14	0.75	1.027445598	18.8796244	1.336295484	-0.573059166	-6.754992305	0.647290037	0.245180871	0.10007761
170	69	1.38	17.3	0.6309	1.25	0.87	0.914	1	0.745871429	1.1	0.868664992	0.055213463	1	3.916428571	1.21	0.75	0.768251895	17.02464548	0.99918822	-1.852994616	-7.309631	0.855629771	0.239072732	0.103444605
160	68	1.54	17.4	0.6324	1.25	0.85	0.922	1	0.765242857	1.12	0.906523434	0.055843643	0.7	3.189857143	1.27	0.75	0.834955757	16.78825962	1.085943246	-2.016100864	-7.380310374	0.812466301	0.246388513	0.11112374
150	69	1.7	16.5	0.6362	1.24	0.83	0.93	1	0.784614286	1.13	0.944381876	0.056473823	0.4	2.463285714	1.27	0.75	0.907530398	16.55225139	1.180333806	-2.178946538	-7.450876833	0.744864194	0.251970956	0.116116332
140	71	1.2	17.1	0.6424	1.04	0.84	0.928	1	0.809666667	1.15	0.996563574	0.057104002	0	2.1835	1.267	0.767	1.144119298	17.40494909	1.488041269	-1.590585125	-7.195920221	0.660262125	0.24905452	0.117281056
130	73	2	17.3	0.651	1.04	0.86	0.9	1	0.8404	1.17	1.063068526	0.056086113	-0.4	2.3505	1.483	0.783	1.174638842	17.81571293	1.527734979	-1.307158078	-7.073101834	0.56471387	0.246138084	0.11844578
120	72	2.5	16.4	0.6622	1.04	0.88	0.873	1	0.871133333	1.18	1.129573479	0.055068223	-0.5	2.5175	1.657	0.8	1.037378933	17.57471467	1.349214777	-1.473446874	-7.145160312	0.611782992	0.243829422	0.119610504
110	73	2.7	15.7	0.6759	1.04	0.85	0.846	1	0.888	1.18	1.166889024	0.052402062	-0.7	3.0702	1.723	0.817	0.992299265	18.06495188	1.290584172	-1.135183206	-6.998579389	0.58766779	0.242820267	0.120775227
100	74	2.6	17.4	0.6923	1.04	0.82	0.819	1	0.891	1.18	1.175015161	0.049735901	-0.9	4.0086	1.643	0.833	0.82859156	18.35283396	1.077665973	-0.936544568	-6.912502646	0.577541935	0.241811111	0.122428702
90	75.16666667	2.5	18.5	0.7113	0.88	0.81	0.843	1	0.894	1.19	1.183141298	0.050252982	-1.1	4.947	1.397	0.85	0.549354404	17.64228666	0.714490198	-1.426822204	-7.124956288	0.565951759	0.241380267	0.125023901
80	76.16666667	2.4	18.4	0.7329	0.88	0.79	0.893	1	0.87495	1.19	1.192692541	0.050770063	-1.2	4.28	1.333	0.867	0.532606921	16.97111323	0.692708426	-1.889931869	-7.325637143	0.564970637	0.241600405	0.1276191
70	78	2.4	18.9	0.7572	0.88	0.87	0.943	1	0.8559	1.2	1.202243784	0.051287144	-1.4	3.613	1.34	0.883	0.579109207	16.79623057	0.753189288	-2.010600906	-7.377927059	0.5327527	0.225161726	0.123145935
60	78.5	2.3	18.3	0.7842	1.26	0.94	0.971	1	0.887733333	1.15	1.190115221	0.045954821	-0.8	2.016888889	1.353	0.9	0.711479847	16.2209064	0.925350509	-2.407574586	-7.549948987	0.536149018	0.212836396	0.12018436
50	78	2.2	18.9	0.8138	1.1	0.92	0.999	1	0.907509091	1.1	1.181956006	0.040622498	0.1	0.685181818	1.427	0.917	0.808339682	15.57144023	1.051326386	-2.855706244	-7.744139372	0.590582731	0.222904678	0.130148067
40	78.33333333	2.2	22.2	0.846	1.1	0.91	1.043	1	0.879054545	1.08	1.189674183	0.035290176	0.1	0.411090909	1.247	0.933	0.669651878	14.33325285	0.870949063	-3.710055533	-8.114357398	0.594432508	0.225360421	0.135203021
30	80.83333333	2.2	21.8	0.8807	1.29	1	1.087	1	0.8506	1.06	1.197392359	0.029957853	0.1	0.137	1.057	0.95	0.625569367	13.59953791	0.813615359	-4.21631884	-8.333738164	0.524663835	0.224567766	0.133389207
20	85.5	2	21.9	0.918	0.99	1	1.039	1	0.849866667	1.04	1.071255306	0.029957853	0	0.045666667	0.993	0.967	0.691407502	14.50422748	0.899244421	-3.592083041	-8.063235984	0.469256052	0.218376719	0.131575394
10	89.66666667	1.7	22.1	0.9578	1	1	1.01	1	0.8495	1.02	1.005457853	0.029957853	0	0	0.98	0.983	0.774402314	15.56966741	1.007187453	-2.856929486	-7.744669444	0.41140163	0.208795472	0.128646512
0	91.25	1.5	21.8	1	1	1	1	1	0.8495	1	1	0.029957853	0	0	1	1	0.768876053	15.63749868	1	-2.810125912	-7.724387895	0.418231674	0.191414309	0.122640243
